"store","websites","attribute_set","type","category_ids","sku","has_options","name","url_key","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","meta_title","meta_description","image","small_image","thumbnail","custom_design","page_layout","options_container","gift_message_available","image_label","small_image_label","thumbnail_label","url_path","banner","compare_product_id","seller_shipping_option","default_country","seller_id","price","special_price","weight","msrp","status","visibility","reqcoupon_status","tax_class_id","is_recurring","national_shipping_price","international_shipping_price","color","manufacturer","size","shoe_size","description","short_description","meta_keyword","custom_layout_update","group_id","is_assign_product","assign_product_id","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","trousers","mobiles","productstatus","config_assign_simple_id","apptha_product_video_url","minimal_price","old_id","recurring_profile","brand","samples_title","links_title","cost","links_purchased_separately","links_exist","country"
"admin","base","Default","simple","120","126","1","Ethnic Wear","ethnic-wear"," ","Use config","Use config","","","/s/9/s9-mk-201d-s9-men-3xl-400x400-imae26zsq3pzggr8.jpeg","/s/9/s9-mk-201d-s9-men-3xl-400x400-imae26zsq3pzggr8.jpeg","/s/9/s9-mk-201d-s9-men-3xl-400x400-imae26zsq3pzggr8.jpeg","","No layout updates","Block after Info Column","No","","","","ethnic-wear.html","no_selection","","Free","India","1875","188.0000","","3.0000","","Disabled","Catalog, Search","No","None","No","","","Green","","M","","Kurta is a piece of clothing worn by males of all ages preferably by older men and politicians in India who use white color, while the young men wear the Kurta in brighter colors and middle or older aged men wear the Kurta in white and off-white colors. Kurta are usually worn on a day-to-day basis as a home or a casual dress for fashion and is also tradition and culture. As the Thawb is encouraged to be worn in Saudi Arabia, Pakistani and Indian expatriates rather prefer to wear the Kurta as a close and same version to the Arab clothing.A traditional kurta consists of rectangular fabric pieces with perhaps a few gusset inserts, and is cut so as to leave no wasted fabric. The cut is usually simple, although decorative treatments can be elaborate.The sleeves of a traditional kurta fall straight to the wrist; they do not narrow, as do many Western-cut sleeves. Sleeves are not cuffed, just hemmed and decorated.","Kurta is a piece of clothing worn by males of all ages preferably by older men and politicians in India who use white color, while the young men wear the Kurta in brighter colors and middle or older aged men wear the Kurta in white and off-white colors. Kurta are usually worn on a day-to-day basis as a home or a casual dress for fashion and is also tradition and culture.","","","4","","","","","","","","","99.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ethnic Wear","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","87","ASASDLGHH676","0","Designer Saress","designer-saress","","","","","","/S/a/Saree1_Rs2399.jpg","/S/a/Saree1_Rs2399.jpg","/S/a/Saree1_Rs2399.jpg","","","Block after Info Column","","","","","designer-saress.html","","","Shipping Cost","India","1797","2999.0000","50.0000","500.0000","","Disabled","Catalog, Search","","None","","100","1000","","","","","<p class=""MsoNormal""><strong>Color:</strong>Blue, Red</p><p class=""MsoNormal""><strong>Collection: </strong>Bollywood Replica</p><p class=""MsoNormal""><strong>Saree Fabric:</strong>Georgette</p><p class=""MsoNormal""><strong>Blouse Fabric:</strong>Row Silk/Net</p><p class=""MsoNormal""><strong>Work: </strong>Embroidery</p><p class=""MsoNormal""><strong>Weight:</strong> 1 kg</p><p class=""MsoNormal""><strong>Occasion:</strong><span style=""padding: 0in; border: 1pt windowtext;""> Bollywood Style,Party,Events,Awards, Functions</span><strong></strong></p><p class=""MsoNormal""><strong>Time to Ship:</strong> Ready To Ship<strong></strong></p><p><strong><span style=""line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: &quot;Times New Roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-IN; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Wash Care:</span></strong><span style=""line-height: 115%; font-family: Calibri, sans-serif; font-size: 11pt;""> Recommends Dry Wash Only</span></p>","ALL LEHANGAS ARE SEMI STITCHED AND WAIST UPTO 40. ALL SUIT'S TOP IS SEMI STITCHED AND UPTO 40 BUST SIZE. OUR POLICY The product will come 98 % same .If the product is damaged or stained than only we can  replace the products. In any other case we can't take it return.","","","4","","","2015-03-22 00:00:00","2015-04-30 00:00:00","","","","","48.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Designer Saress","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","123","129","1","Casual TShirt","casual-tshirt"," ","Use config","Use config","","","/6/_/6_4.jpeg","/6/_/6_4.jpeg","/6/_/6_4.jpeg","","No layout updates","Block after Info Column","No","","","","casual-tshirt.html","no_selection","","Free","India","1879","499.0000","","2.0000","","Disabled","Catalog, Search","No","None","No","","","Black","","L","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","4","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Casual TShirt","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","88","133","0","Khushali KURTA","khushali-kurta"," ","Use config","Use config","","","/s/g/sg727-miraan-400x400-imae525dgqcprzdw.jpeg","/s/g/sg727-miraan-400x400-imae525dgqcprzdw.jpeg","/s/g/sg727-miraan-400x400-imae525dgqcprzdw.jpeg","","No layout updates","Block after Info Column","No","","","","khushali-kurta.html","/s/g/sg727-miraan-400x400-imae525dgqcprzdw.jpeg","","Free","India","1879","1299.0000","","4.0000","","Disabled","Catalog, Search","No","None","No","","","","","","","Kurta is a piece of clothing worn by females of all ages preferably by older women and politicians in India who use white color, while the young women wear the Kurta in brighter colors and middle or older aged women wear the Kurta in white and off-white colors. Kurta are usually worn on a day-to-day basis as a home or a casual dress for fashion and is also tradition and culture. As the Thawb is encouraged to be worn in Saudi Arabia, Pakistani and Indian expatriates rather prefer to wear the Kurta as a close and same version to the Arab clothing.","Kurta is a piece of clothing worn by females of all ages preferably by older women and politicians in India who use white color, while the young women wear the Kurta in brighter colors and middle or older aged women wear the Kurta in white and off-white colors. Kurta are usually worn on a day-to-day basis as a home or a casual dress for fashion and is also tradition and culture.","","","4","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Khushali KURTA","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","USPoloGreen121","0","US Polo Green","us-polo-green"," ","Use config","Use config","","","","","","","No layout updates","Block after Info Column","No","","","","us-polo-green.html","no_selection","","Free"," ","","199.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Black","","L","","US Polo Green","US Polo Green","","","","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","US Polo Green","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","configurable","122","tshirt001","1","Solid Casual Black Checkered ","tshirt"," ","Use config","Use config","","","/2/5/254725765yellow-ruggers-m-400x400-imae2zmd6hpf8swh.jpeg","/2/5/254725765yellow-ruggers-m-400x400-imae2zmd6hpf8swh.jpeg","/2/5/254725765yellow-ruggers-m-400x400-imae2zmd6hpf8swh.jpeg","","No layout updates","Block after Info Column","No","","","","tshirt-363.html","/2/5/254725765yellow-ruggers-m-400x400-imae2zmd6hpf8swh.jpeg","","","","","99.0000","","","","Disabled","Catalog, Search","No","None","","","","","","","","Blue and beige checked casual shirt, has a spread collar, long sleeves with button cuffs, full button placket on the front, a patch pocket on the left side of the chest, yoke on the back with branding, curved hem MATERIAL & CARE 100% cotton Machine wash cold SIZE & FIT Slim fit The model (height 5'8"" and shoulders 18"") is wearing a size 40","Blue and beige checked casual shirt, has a spread collar, long sleeves with button cuffs, full button placket on the front, a patch pocket on the left side of the chest, yoke on the back with branding, curved hem","","","","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Solid Casual Black Checkered ","0","configurable","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","122","roundneckGreen121","0","Round Neck Green","round-neck-green"," ","Use config","Use config","","","/r/l/rlmc001-024-red-line-s-400x400-imadwjrth4fyzymh.jpeg","/r/l/rlmc001-024-red-line-s-400x400-imadwjrth4fyzymh.jpeg","/r/l/rlmc001-024-red-line-s-400x400-imadwjrth4fyzymh.jpeg","","No layout updates","Block after Info Column","No","","","","round-neck-green.html","no_selection","","Free","India","","99.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Green","","L","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Round Neck Green","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","configurable","","12211","1","Round Neck","round-neck"," ","Use config","Use config","","","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz_1.jpeg","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz_1.jpeg","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz_1.jpeg","","No layout updates","Block after Info Column","No","","","","round-neck-367.html","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz_1.jpeg","",""," ","","119.0000","","","","Disabled","Catalog, Search","No","None","","","","","","","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Round Neck","0","configurable","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","roundneckBlue121","0","Round NeckBlue","round-neck"," ","Use config","Use config","","","/r/l/rlmc-f14-002-blue-red-line-xl-400x400-imaeyxvh9tktaqzn.jpeg","/r/l/rlmc-f14-002-blue-red-line-xl-400x400-imaeyxvh9tktaqzn.jpeg","/r/l/rlmc-f14-002-blue-red-line-xl-400x400-imaeyxvh9tktaqzn.jpeg","","No layout updates","Block after Info Column","No","","","","round-neck-368.html","no_selection","","Free","India","","119.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Blue","","M","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","99.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Round NeckBlue","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","roundneckRed121","0","Round NeckRed","round-neck"," ","Use config","Use config","","","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz.jpeg","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz.jpeg","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz.jpeg","","No layout updates","Block after Info Column","No","","","","round-neck-369.html","/r/l/rlmc-aop-002-red-line-m-400x400-imae2n63gvzs7urz.jpeg","","Free","India","","119.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Red","","S","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Round NeckRed","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","configurable","120,123","Round Neck Yellow","1","Round Neck-Tshirts","round-neck"," ","Use config","Use config","","","/5/_/5_3.jpg","/5/_/5_3.jpg","/5/_/5_3.jpg","","No layout updates","Block after Info Column","No","","","","round-neck-370.html","/y/e/yellow_1377323825.jpg","","Free"," ","","119.0000","","","","Disabled","Catalog, Search","No","None","","","","","","","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","1","0","0","1","100.0000","1","1","0","0","1","Round Neck-Tshirts","0","configurable","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","Round Neck -Tshirts","0","Round Neck Yellow Small","round-neck-tshirts-yellow-india-small"," ","Use config","Use config","","","/1/3/13611lcm-lanosuc-s-400x400-imadsxect2srtzgw.jpeg","/1/3/13611lcm-lanosuc-s-400x400-imadsxect2srtzgw.jpeg","/1/3/13611lcm-lanosuc-s-400x400-imadsxect2srtzgw.jpeg","","No layout updates","Block after Info Column","No","","","","round-neck-tshirts-yellow-india-small.html","/1/3/13611lcm-lanosuc-s-400x400-imadsxect2srtzgw.jpeg","","Shipping Cost","India","","224.0000","","200.0000","","Disabled","Catalog, Search","No","None","No","","","Yellow","","S","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Round Neck Yellow Small","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","configurable","120,123","Tshirts","1","Puma Tshirts","round-neck"," ","Use config","Use config","","","/8/_/8.jpg","/8/_/8.jpg","/8/_/8.jpg","","No layout updates","Block after Info Column","No","","","","round-neck-371.html","/r/l/rlmc001-071-red-line-s-400x400-imadwry9xdscwdyu_2.jpeg","","Free"," ","","119.0000","","","","Disabled","Catalog, Search","No","None","","","","","","","","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.A V-neck T-shirt has a V-shaped neckline, as opposed to the round neckline of the more common crew neck shirt. V-necks were introduced so that the neckline of the shirt does not stand out when an outer shirt is worn over it, thus reducing or eliminating the visible cloth above the outer shirt of a crew neck shirt.","Typically made of cotton fibers knitted in a jersey stitch, they have a distinctive soft texture compared to woven shirts. The majority of modern versions have a body made from a continuously woven tube, on a circular loom, so that the torso has no side seams. The manufacture of T-shirts has become highly automated, and may include fabric cutting by laser or water jet.","","","","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Puma Tshirts","0","configurable","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","","1001-1","0","Party wear - Grey L","party-wear-grey"," ","Use config","Use config","","","/d/a/dazzio-grey-plain-men-party-wear-shirt-dzsh20.jpg","/d/a/dazzio-grey-plain-men-party-wear-shirt-dzsh20.jpg","/d/a/dazzio-grey-plain-men-party-wear-shirt-dzsh20.jpg","","No layout updates","Block after Info Column","No","","","","party-wear-grey.html","no_selection","","Free"," ","","168.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Grey","","L","","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations.","","","","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Party wear - Grey L","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","","1001-2","0","Party Wear - Blue L","party-wear-blue"," ","Use config","Use config","","","/d/a/dastak-blue-party-wear-shirt-4076-718175-4-product2.jpg","/d/a/dastak-blue-party-wear-shirt-4076-718175-4-product2.jpg","/d/a/dastak-blue-party-wear-shirt-4076-718175-4-product2.jpg","","No layout updates","Block after Info Column","No","","","","party-wear-blue.html","no_selection","","Free"," ","","168.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Blue","","L","","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations.","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations.","","","","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Party Wear - Blue L","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","","1001-3","0","Party wear - White L","party-wear-white"," ","Use config","Use config","","","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15.jpg","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15.jpg","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15.jpg","","No layout updates","Block after Info Column","No","","","","party-wear-white.html","no_selection","","Free"," ","","168.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","White","","L","","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","","","","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Party wear - White L","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","simple","120,123","1001-4","0","Party wear - Black","party-wear-black"," ","Use config","Use config","","","/d/a/dazzio-black-plain-men-party-wear-shirt-dzsh11.jpg","/d/a/dazzio-black-plain-men-party-wear-shirt-dzsh11.jpg","/d/a/dazzio-black-plain-men-party-wear-shirt-dzsh11.jpg","","No layout updates","Block after Info Column","No","","","","party-wear-black.html","no_selection","","Free"," ","","168.0000","","2.0000","","Disabled","Not Visible Individually","No","None","No","","","Black","","L","","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","","","","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Party wear - Black","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Default","configurable","122","1001-0","1","Party Wears","party-wears"," ","Use config","Use config","","","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15_1.jpg","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15_1.jpg","/d/a/dazzio-white-plain-men-party-wear-shirt-dzsh15_1.jpg","","No layout updates","Block after Info Column","No","","","","party-wears.html","no_selection","250","","","761","168.0000","","","","Disabled","Catalog, Search","No","None","","","","","","L","","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","Clothing is fiber and textile material worn on the body. The wearing of clothing is a feature of nearly all human societies. The amount and type of clothing worn is dependent on physical stature, gender, as well as social and geographic considerations. Clothes can be made out of fiber plants such as cotton, plastics such as polyester, or animal skin and hair such as wool.","","","4","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Party Wears","0","configurable","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","Van - Brand","0","Van Huesen Premium - Black","van-huesen-premium-black"," ","Use config","Use config","","","/3/4/34497-91502-thickbox_1.jpg","/3/4/34497-91502-thickbox_1.jpg","/3/4/34497-91502-thickbox_1.jpg","","No layout updates","Block after Info Column","No","","","","van-huesen-premium-black.html","no_selection","","Free"," ","","100.0000","","0.1000","","Disabled","Not Visible Individually","No","None","No","","","Black","","L","","Update your look with this woven patterned shirt by Van Heusen. Crafted in pure cotton, it is comfortable and easy to maintain. Wear this long sleeve, slim fit shirt formally with a pair of well fitted pleated trousers and a business suit, or flat front chinos for a more casual appeal.","Update your look with this woven patterned shirt by Van Heusen. Crafted in pure cotton, it is comfortable and easy to maintain. Wear this long sleeve, slim fit shirt formally with a pair of well fitted pleated trousers and a business suit, or flat front chinos for a more casual appeal.","","","","","","","","","","","","999.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Van Huesen Premium - Black","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","Van - White","0","Van Huesen Premium - White","van-huesen-premium-white"," ","Use config","Use config","","","","","","","No layout updates","Block after Info Column","No","","","","van-huesen-premium-white.html","no_selection","","Free"," ","","100.0000","","0.1000","","Disabled","Not Visible Individually","No","None","No","","","White","","L","","Make a statement in this beautifully crafted cotton patterned shirt from Van Heusen. Featuring streamlined sleeves and cuffs, and a structured cut-away collar, this Italian fit shirt will take you through any formal occasion to a fancy evening out.
","Make a statement in this beautifully crafted cotton patterned shirt from Van Heusen. Featuring streamlined sleeves and cuffs, and a structured cut-away collar, this Italian fit shirt will take you through any formal occasion to a fancy evening out.
","","","","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Van Huesen Premium - White","0","simple","","","","","","","","","","","","","","","","",""
"admin","base","Tshirt","simple","","Van - Grey","0","Van Huesen - Grey","van-huesen-grey"," ","Use config","Use config","","","","","","","No layout updates","Block after Info Column","No","","","","van-huesen-grey.html","no_selection","","Free"," ","","100.0000","","0.1000","","Disabled","Not Visible Individually","No","None","No","","","Grey","","L","","The V dot line promises to give clubwear a complete makeover. An elite collection that houses a fashionable line of shirts. Part of Van Heusen party range, this slim-fit, full-sleeved shirt is made from pure cotton for a supremely soft finish. The fit is narrowed around the waist to create a more tailored appearance. Team with a pair of slim-fit trousers and pointed tipped shoes to complete the look.","The V dot line promises to give clubwear a complete makeover. An elite collection that houses a fashionable line of shirts. Part of Van Heusen party range, this slim-fit, full-sleeved shirt is made from pure cotton for a supremely soft finish. The fit is narrowed around the waist to create a more tailored appearance. Team with a pair of slim-fit trousers and pointed tipped shoes to complete the look.","","","","","","","","","","","","9.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Van Huesen - Grey","0","simple","","","","","","","","","","","","","","","","",""
